,Section,Speaker,Text,Timestamp,Hearing
901,Section_16,George Kent,"I will repeat, I think on principle, regardless of the country, whether it’s Ukraine, the U.S. or any country, the facts of law, criminal nexus should drive investigations by law enforcement officials and it is not the role of politicians to be involved in directing the judicial systems of their own country or other countries.",04:50,Taylor/Kent
902,Section_16,Bill Taylor,[inaudible 00:05:13].,05:11,Taylor/Kent
903,Section_16,Rep. Demings,"Mr. Kent, you said that a president has the right to remove an ambassador because the ambassadors serve at the pleasure of the president. Is that correct?",00:00,Taylor/Kent
904,Section_17,George Kent,"That is correct, ma’am.",00:09,Taylor/Kent
905,Section_17,Rep. Demings,Does that removal usually come with a smear campaign of that ambassador by the president?,00:10,Taylor/Kent
906,Section_17,George Kent,I think the right of the president to make a decision about the president’s personal representative as confirmed by the senate is separate from whatever happens outside the confines of U.S. government processes.,00:18,Taylor/Kent
907,Section_17,Rep. Demings,"You have any idea why it was important to discredit Ambassador Yovanovitch, what she was not willing to do or to do? Why that was important?",00:29,Taylor/Kent
908,Section_17,George Kent,"Well, I guess it probably depends on the motivation of other people and I am not one of them.",00:39,Taylor/Kent
909,Section_17,Rep. Demings,"The committee’s investigation has uncovered a web of shadow diplomacy, engaged in and executed by several State Department officials and the president’s personal attorney, Rudy Giuliani, and ultimately directed by President Trump. We have heard several ways of describing this shady shadow operation, shadow diplomacy, rogue back channel.",00:45,Taylor/Kent
910,Section_17,Rep. Demings,"Ambassador Taylor, you have described what you encountered as the top diplomat on the ground in Ukraine, as a, and I quote, “highly irregular informal channel of U.S. policy making.” You testified that the channel included Ambassador Volker, Sondland, Secretary Perry, and, as you later learned, the president’s personal attorney, Rudy Giuliani. Is that correct?",01:09,Taylor/Kent
911,Section_17,Bill Taylor,"Yes, ma’am.",01:33,Taylor/Kent
912,Section_17,Rep. Demings,"Both of you have explained that you grew seriously concerned when you realized that the interests of this irregular channel diverge from official U.S. policy and interests. Was Mr. Giuliani promoting U.S. national interests or policy in Ukraine, Ambassador?",01:34,Taylor/Kent
913,Section_17,Bill Taylor,I don’t think so ma’am.,01:52,Taylor/Kent
914,Section_17,Rep. Demings,Mr. Kent?,01:54,Taylor/Kent
915,Section_17,George Kent,"No, he was not.",01:55,Taylor/Kent
916,Section_17,Rep. Demings,"What interests do you believe he was promoting, Mr. Kent?",01:57,Taylor/Kent
917,Section_17,George Kent,I believe he was looking to dig up political dirt against a potential rival in the next election cycle.,02:01,Taylor/Kent
918,Section_17,Rep. Demings,Ambassador Taylor? What interests do you believe he was promoting?,02:08,Taylor/Kent
919,Section_17,Bill Taylor,I agree with Mr. Kent.,02:13,Taylor/Kent
920,Section_17,Rep. Demings,"The State Department’s role is to promote U.S. policies overseas, not to help the current president win reelection. Is that correct, Mr. Kent?",02:16,Taylor/Kent
921,Section_17,George Kent,All federal government employees are subject to the Hatch Act and our actions are supposed to be promoting policy and not involved in partisan politics.,02:26,Taylor/Kent
922,Section_17,Rep. Demings,Ambassador Taylor?,02:33,Taylor/Kent
923,Section_17,Bill Taylor,I agree.,02:34,Taylor/Kent
924,Section_17,Rep. Demings,"What is the risk of running a separate channel of diplomacy that is completely outside of normal channels and does not further U.S. policy goals, Ambassador Taylor?",02:36,Taylor/Kent
925,Section_17,Bill Taylor,"That means it’s possible to do one but not the other. That is, if it’s completely against U.S. policy goals, then that’s a mistake, then it’s not helpful. You can go, you can get advice and even have conversations outside of the normal channels, but then they need to be part of U.S. foreign policy and approaching those goals.",02:48,Taylor/Kent
926,Section_17,Rep. Demings,Mr. Kent?,03:12,Taylor/Kent
927,Section_17,George Kent,Agree.,03:14,Taylor/Kent
928,Section_17,Rep. Demings,"Ambassador Taylor, you have described in your previous testimony, one instance shortly after you arrived in Ukraine, in which Ambassador Sondland asked State Department officials not to listen to a July 28th call he had planned to hold with President Zelinsky. Did you find that unusual?",03:15,Taylor/Kent
929,Section_17,Bill Taylor,I did.,03:32,Taylor/Kent
930,Section_17,Rep. Demings,"What was the impact of Ambassador Sondland making that request? You found it unusual, what did you believe the impact was?",03:33,Taylor/Kent
931,Section_17,Bill Taylor,"Ms. Demings, I’m not sure there was an immediate impact.",03:43,Taylor/Kent
932,Section_17,Rep. Demings,Was there a recording or transcription?,03:46,Taylor/Kent
933,Section_17,Bill Taylor,"There was not. That was the impact, it was not recorded.",03:49,Taylor/Kent
934,Section_17,Rep. Demings,Do you think that’s why the request was made? So there would not be normal State Department employees from the operations center would have been there transcribing and taking notes.,03:51,Taylor/Kent
935,Section_17,Bill Taylor,"That is the norm, but it is not unusual to not have it recorded.",04:04,Taylor/Kent
936,Section_17,Rep. Demings,"So you know that the State Department is holding your notes and refuses to provide them to Congress despite a duly authorized subpoena, and we know that, in some instances, your notes may be the only documentary record of what happened. You are aware of that, correct?",04:12,Taylor/Kent
937,Section_17,Bill Taylor,"Yes, ma’am.",04:31,Taylor/Kent
938,Section_17,Rep. Demings,"And Mr. Kent, you are aware that your notes have not been turned over to Congress.",04:31,Taylor/Kent
939,Section_17,George Kent,"I have turned all records that I had in my possession to the State Department, because whatever we do is considered a federal record, not a personal record.",04:36,Taylor/Kent
940,Section_17,Terri Sewell,"I’d like to refer you to the discussion of the May 23rd meeting in the Oval Office when the president met with those who had gone to the Ukraine for the inauguration. You briefly testified that you helped propose names for individuals to go to that inauguration. Was ambassador Sunderland, who was ambassador to the European Union, one of the names that you submitted?",00:00,Taylor/Kent
941,Section_18,George Kent,"No, it was not.",00:26,Taylor/Kent
942,Section_18,Terri Sewell,But he ultimately attended that inauguration. Is that not right?,00:27,Taylor/Kent
943,Section_18,George Kent,That is correct.,00:31,Taylor/Kent
944,Section_18,Terri Sewell,And do you know how he ended up as a part of that official delegation?,00:32,Taylor/Kent
945,Section_18,George Kent,"I do not know for sure, but my understanding is, once the list left the NSC staff, it went through review through the part of the White House that determines presidential delegations.",00:36,Taylor/Kent
946,Section_18,Terri Sewell,"You also testified that upon returning, Ambassador Sunderland used his “connections with Mulvaney” in order to secure this meeting in the Oval Office. Is that correct?",00:46,Taylor/Kent
947,Section_18,George Kent,"That is my understanding, yes.",00:57,Taylor/Kent
948,Section_18,Terri Sewell,"It seems that this Oval Office meeting was a pivotal turning point in the Ukraine policy. Coming out of that meeting, who was given responsibility to your recollection? Who was given responsibility for the Ukraine policy?",00:58,Taylor/Kent
949,Section_18,George Kent,"I never saw any document that changed the nature of policy determination. In the US government, under the Trump Administration, there’s the National Security Presidential-",01:13,Taylor/Kent
950,Section_18,Terri Sewell,"But didn’t you also say,",01:22,Taylor/Kent
951,Section_18,George Kent,Yes please.,01:24,Taylor/Kent
952,Section_18,Terri Sewell,"Have a little time. You did say in your testimony that you felt that that… You testified that Secretary Perry, Ambassador Sunderland and Ambassador Volker “felt that they had a mandate to take the lead” on Ukraine policy. Did you not?",01:24,Taylor/Kent
953,Section_18,George Kent,That was an accurate statement. Their feeling doesn’t mean that they actually got delegated responsibility.,01:42,Taylor/Kent
954,Section_18,Terri Sewell,Have you ever heard the term Three Amigos?,01:47,Taylor/Kent
955,Section_18,George Kent,I referenced that after watching Gordon Sunderland say that on Ukrainian TV on July 26.,01:50,Taylor/Kent
956,Section_18,Terri Sewell,And what do you come to mean by Three Amigos?,01:55,Taylor/Kent
957,Section_18,George Kent,"My understanding of Ambassador Sunderland’s use of that term is that the three people that were in charge of Ukraine policy during the summer were he, Gordon Sunderland, Ambassador Volker and Secretary Perry.",01:58,Taylor/Kent
958,Section_18,Terri Sewell,When did you come to learn about Mr. Giuliani’s role and what do you consider his role to have been?,02:12,Taylor/Kent
959,Section_18,George Kent,I first heard about former mayor Giuliani’s interest in Ukraine in January of this year. That was a different phase than what happened during the summertime.,02:19,Taylor/Kent
960,Section_18,Terri Sewell,Was it normal to have a person who is a private citizen take an active role in foreign diplomacy?,02:32,Taylor/Kent
961,Section_18,George Kent,"I did not find his particular engagement normal, no.",02:38,Taylor/Kent
962,Section_18,Terri Sewell,"Now, Mr. Ambassador Taylor, you testified that there are two channels, a regular and irregular. What did you see as Rudy Giuliani’s role in Ukraine policy?",02:42,Taylor/Kent
963,Section_18,Bill Taylor,I came to see that Mr. Giuliani had a large influence on the irregular channel.,02:56,Taylor/Kent
964,Section_18,Terri Sewell,And was that normal? Is that normal? To have a private citizen of the United States take an active role in diplomacy?,03:03,Taylor/Kent
965,Section_18,Bill Taylor,It is not normal. It is not unusual to ask for people outside the government to give opinions to help form the policies of the US government. It is unusual to have a person input into the channel that goes contrary to US policy.,03:11,Taylor/Kent
966,Section_18,Terri Sewell,Thank you. I’ll hear back.,03:29,Taylor/Kent
967,Section_18,Patrick Maloney,"Thank you, gentlemen. Thank you for being here today. Ambassador Taylor, what year did you graduate from West Point?",00:00,Taylor/Kent
968,Section_19,Bill Taylor,"1969, sir.",00:07,Taylor/Kent
969,Section_19,Patrick Maloney,"It was the height of the Vietnam War, wasn’t it, sir?",00:09,Taylor/Kent
970,Section_19,Bill Taylor,The height was about that time.,00:12,Taylor/Kent
971,Section_19,Patrick Maloney,"What was your class rank at West Point, sir?",00:15,Taylor/Kent
972,Section_19,Bill Taylor,I was number five.,00:18,Taylor/Kent
973,Section_19,Patrick Maloney,How many people were you in your class?,00:19,Taylor/Kent
974,Section_19,Bill Taylor,800.,00:21,Taylor/Kent
975,Section_19,Patrick Maloney,"800 cadets, you were number five?",00:22,Taylor/Kent
976,Section_19,Bill Taylor,"Yes, sir.",00:24,Taylor/Kent
977,Section_19,Patrick Maloney,"So when you’re top 1% of your class at West Point, you probably get your pick of assignments, but you picked the infantry didn’t you, sir?",00:25,Taylor/Kent
978,Section_19,Bill Taylor,"I did, sir. Yes, sir.",00:35,Taylor/Kent
979,Section_19,Patrick Maloney,You were a rifle company commander?,00:36,Taylor/Kent
980,Section_19,Bill Taylor,Sir.,00:38,Taylor/Kent
981,Section_19,Patrick Maloney,Where’d you serve?,00:39,Taylor/Kent
982,Section_19,Bill Taylor,In Vietnam.,00:41,Taylor/Kent
983,Section_19,Patrick Maloney,"Did you see combat in Vietnam, sir?",00:41,Taylor/Kent
984,Section_19,Bill Taylor,I did.,00:44,Taylor/Kent
985,Section_19,Patrick Maloney,Did you earn any accommodations for that service?,00:44,Taylor/Kent
986,Section_19,Bill Taylor,"I was awarded the Combat Infantryman Badge, which is my highest I’m proudest of. There was a Bronze Star. There was a Air Medal with V.",00:49,Taylor/Kent
987,Section_19,Patrick Maloney,"That’s for Valor, isn’t it, sir?",01:01,Taylor/Kent
988,Section_19,Bill Taylor,It is.,01:03,Taylor/Kent
989,Section_19,Patrick Maloney,"Let’s talk about July 26th, a lot of years later. You go to the front, you’re go to Donbas with Ambassador Volker, I believe, and you’re on the bridge and you’re looking over on the front line at the Russian soldiers. Is that what you recall?",01:05,Taylor/Kent
990,Section_19,Bill Taylor,"Yes, sir.",01:22,Taylor/Kent
991,Section_19,Patrick Maloney,"And you said the commander there, the Ukrainian commander thanked you for the American military assistance that you knew was being withheld at that moment.",01:24,Taylor/Kent
992,Section_19,Bill Taylor,That’s correct.,01:34,Taylor/Kent
993,Section_19,Patrick Maloney,"How’d that make you feel, sir?",01:35,Taylor/Kent
994,Section_19,Bill Taylor,Badly.,01:36,Taylor/Kent
995,Section_19,Patrick Maloney,Why?,01:37,Taylor/Kent
996,Section_19,Bill Taylor,"Because it was clear that that commander counted on us. It was clear that that commander had confidence in us. It was clear that that commander had… was appreciative of the capabilities that he was given by that assistance, but also the reassurance that we were supporting him.",01:38,Taylor/Kent
997,Section_19,Patrick Maloney,"You don’t strike me as a quitter ambassador, but you threatened to resign or you mentioned it in your statement. Before I ask you about that, let’s just talk about a couple of days later on July, excuse me, one month later on August 28th. You find yourself in Ukraine with the national security advisor, Mr. Bolton, right?",01:57,Taylor/Kent
998,Section_19,Bill Taylor,"Yes, sir.",02:17,Taylor/Kent
999,Section_19,Patrick Maloney,And you conveyed to him your concerns. You’ve testified to this previously about the withholding of military assistance. What does he say to you?,02:18,Taylor/Kent
1000,Section_19,Bill Taylor,He says that he shares my concern and he advises me to express that in a very special way to the secretary of state.,02:26,Taylor/Kent
1001,Section_19,Patrick Maloney,"Now, he’s the national security advisor, works to directly with the president, but he tells you that you should bring it up with the secretary of state.",02:36,Taylor/Kent
1002,Section_19,Bill Taylor,"Yes, sir.",02:43,Taylor/Kent
1003,Section_19,Patrick Maloney,"Have you ever sent a cable like that? How many times in your career of 40, 50 years have you sent a cable directly to the secretary of state?",02:43,Taylor/Kent
1004,Section_19,Bill Taylor,Once.,02:50,Taylor/Kent
1005,Section_19,Patrick Maloney,This time?,02:51,Taylor/Kent
1006,Section_19,Bill Taylor,"Yes, sir.",02:52,Taylor/Kent
1007,Section_19,Patrick Maloney,In 50 years?,02:53,Taylor/Kent
1008,Section_19,Bill Taylor,"Rifle company commanders don’t send cables, but yes, sir.",02:55,Taylor/Kent
1009,Section_19,Patrick Maloney,"So the national security advisor who can tell it to the president himself and who shares your concern says you the ambassador serving Ukraine should cable the secretary of state directly and you do so, don’t you?",02:58,Taylor/Kent
1010,Section_19,Bill Taylor,"Yes, sir.",03:11,Taylor/Kent
1011,Section_19,Patrick Maloney,"What did the cable say, sir?",03:11,Taylor/Kent
1012,Section_19,Bill Taylor,It’s a classified cable.,03:15,Taylor/Kent
1013,Section_19,Patrick Maloney,Without going into classified information.,03:17,Taylor/Kent
1014,Section_19,Bill Taylor,"Without going into classified it says security assistance. It’s what we’ve been talking about today. Security assistance to Ukraine at this particular time, as in previous time, is very important. I also make the point that we’ve also talked about here today. Ukraine is important for our national security and we should support it. Not to provide that would be folly.",03:18,Taylor/Kent
1015,Section_19,Patrick Maloney,Did you get an answer to your cable?,03:44,Taylor/Kent
1016,Section_19,Bill Taylor,"Not directly, no sir.",03:46,Taylor/Kent
1017,Section_19,Patrick Maloney,Do you know what happened to it?,03:48,Taylor/Kent
1018,Section_19,Bill Taylor,Secretary Kent-,03:51,Taylor/Kent
1019,Section_19,Patrick Maloney,"Secretary Kent, do you know what happened to it?",03:52,Taylor/Kent
1020,Section_19,Bill Taylor,… tells me that-,03:54,Taylor/Kent
1021,Section_19,George Kent,"I was on vacation. I was on vacation when his cable came in, but my understanding is it made it to its recipient, intended recipient, Secretary Pompeo.",03:55,Taylor/Kent
1022,Section_19,Patrick Maloney,And we know Secretary Pompeo was on the call a month early on July 25th. It’s not like he’s in the dark about any of this. What did he do with it?,04:03,Taylor/Kent
1023,Section_19,George Kent,I honestly can’t say for sure what happened with the cable once the message was brought in at the highest level.,04:12,Taylor/Kent
1024,Section_19,Patrick Maloney,"One other question, gentlemen. On September 1st you would call a meeting between the vice president and the president of Ukraine, Mr. Zelensky, in which right off the bat, the president of Ukraine raises security assistance. And the vice president, according to your telling says, “I’ll talk to the president tonight about that. I’ll make a call.” Do you know whether the vice president made that call?",04:18,Taylor/Kent
1025,Section_19,Bill Taylor,"I don’t know, sir.",04:40,Taylor/Kent
1026,Section_19,Patrick Maloney,"Do you know what, if anything, the vice president had to do with any of this? What more can you tell us about the vice president’s role in this? Do you know if he ever raised this issue with anyone in the administration, whether he ever pushed for the release of that security assistance?",04:41,Taylor/Kent
1027,Section_19,Bill Taylor,"I can’t, sir.",04:57,Taylor/Kent
1028,Section_19,George Kent,"I believe, to be the best of my understanding, the vice president was an advocate for the release of the assistance.",05:00,Taylor/Kent
1029,Section_19,Patrick Maloney,Thank you. [inaudible 00:05:08].,05:08,Taylor/Kent
1030,Section_19,Chris Stewart,"Thank you. To the witnesses, thank you. Time is precious, so I’m going to go very, very quickly.",00:01,Taylor/Kent
1031,Section_19,Chris Stewart,"Welcome, I think, to year four of the ongoing impeachment of President Trump. I’m sorry that you have been dragged into this. I think the sign behind me says it very well, by the whistleblower’s attorney: “The coup has started and impeachment will follow.”",00:06,Taylor/Kent
1032,Section_19,Chris Stewart,"But after listening for what is going on now four hours and 21 minutes, after all of the secret hearings, after all of the leaks, after hearing witnesses such as yourselves give your opinions, it really comes down to this one thing. One thing it comes down to. This is the transcript that the President has released of this phone call. There is one sentence, one phone call. That is what this entire impeachment proceeding is based upon. And I’ve got to tell you, if your impeachment case is so weak that you have to lie and exaggerate about it to convince the American people that they need to remove this President, then you’ve got a problem.",00:19,Taylor/Kent
1033,Section_19,Chris Stewart,"The American people have been lied to again and again on this. We first heard a lot about quid pro quo. And then many people realized that was meaningless. So, they said, “Let’s go for defenses then. Let’s talk about extortion. Let’s talk about bribery. Let’s talk about cover up and obstruction,” for which there is zero evidence of any of that. We heard a characterization of the President’s phone call that was so outrageously inaccurate it had to be described as a parody. And none of those things matter. None of it matters. It comes down to this.",00:59,Taylor/Kent
1034,Section_19,Chris Stewart,"We appreciate your insight, we appreciate your opinion; but all you can do is give your opinion of this. This one phone call.",01:28,Taylor/Kent
1035,Section_19,Chris Stewart,"Let me ask you, gentlemen: both of you have said here today, you have testified, “Corruption in the Ukraine is endemic.” Would we agree on that?",01:36,Taylor/Kent
1036,Section_19,Chris Stewart,Simple question. The problem is … Isn’t it?,01:46,Taylor/Kent
1037,Section_19,George Kent,"It’s a problem, and they’re taking steps to address it.",01:48,Taylor/Kent
1038,Section_19,Chris Stewart,"Okay. Earlier in the hearing, both of you said … Used the word “endemic” or agreed to it. It’s in the courts, it’s oligarchs, it’s prosecutors, it’s everywhere. And I think we can also agree that that’s not the only place in the world where we experience and see corruption. There’s dozens and dozens of nations around the world that are steeped in corruption. Would you agree with that?",01:51,Taylor/Kent
1039,Section_19,Speaker 3,"Mister, I would say that there’s corruption in every country, including ours.",02:12,Taylor/Kent
1040,Section_19,Chris Stewart,"Okay, thank you. And some we’re clearly more concerned about than others.",02:15,Taylor/Kent
1041,Section_19,Chris Stewart,"So, in these corrupt nations, of which there are probably hundreds of corrupt individuals, hundreds of corrupt government officials, can you give me an example of any time where the Vice President of the United States shows up and demands that a specific prosecutor be fired and gives them a six hour time limit to do that? Are you aware of that ever happening in any other place?",02:19,Taylor/Kent
1042,Section_19,Chris Stewart,"I guess the answer is “no”. And I just think it’s interesting that out of hundreds of corrupt individuals, dozens of corrupt nations, that happened one time. And it happened with the individual whose son was being paid by the organization that was under investigation.",02:46,Taylor/Kent
1043,Section_19,Chris Stewart,"One other thing very quickly: if someone was a candidate for a political office, even for President of the United States, should they be immune from investigation?",03:03,Taylor/Kent
1044,Section_19,George Kent,"No one is above the law, sir.",03:16,Taylor/Kent
1045,Section_19,Chris Stewart,"Thank you. I agree with that. I think we all would agree with that. And yet I think some presume that because some of the individuals we’re talking here were candidates that they are immune from any questions or any investigation. I think it’s absurd. For heaven’s sakes, if those of us in public office, those of us who find ourselves up for reelection or all the time as a candidate, I think we have a higher standard, not immunity from asking these types of questions.",03:18,Taylor/Kent
1046,Section_19,Chris Stewart,"And last thing, then I’m going to yield my time: “Availability of funds …” I’m quoting from the NDAA in 2019. The language is specific. “Availability of funds under assistance to the Ukraine, it has to be certified.” And what has to be certified? Quote, “For the purposes of decreasing corruption.”",03:43,Taylor/Kent
1047,Section_19,Chris Stewart,Are you surprised that there would be questions about corruption in the Ukraine and that it would be discussed withholding some of this aid that’s actually required by law that it be withheld if they can’t certify that corruption has been eliminated or is being addressed?,04:03,Taylor/Kent
1048,Section_19,Speaker 3,They did certify it.,04:19,Taylor/Kent
1049,Section_19,George Kent,"The certification in that case is done by the Secretary of Defense upon advice of his staff, in consultation with the interagency community. We were fully supportive of that conditionality, and the Secretary of Defense had already certified that that conditionality had been met.",04:21,Taylor/Kent
1050,Section_19,Chris Stewart,And so we agree that we should withhold funds if there’s questions about corruption that have not been addressed.,04:35,Taylor/Kent
1051,Section_19,Chris Stewart,I’m going to yield my rest of my time to Mr. Jordan.,04:41,Taylor/Kent
1052,Section_19,Jim Jordan,"-aids held up on July 18th, is that right?",00:00,Taylor/Kent
1053,Section_20,Bill Taylor,That’s when I first heard about it.,00:02,Taylor/Kent
1054,Section_20,Jim Jordan,"Then it’s then it’s released, Ambassador Taylor on September 11th, and we know that from your deposition, in those 55 days that aid is delayed you met with president Zelensky three times. The first one was July 26th, the day after the famous call now between president Trump and President Zelensky. President Zelensky meets with you, Ambassador Volker and Ambassador Sondland and again according to your deposition and your testimony, there was no linkage of security assistance dollars to investigating Burisma or the Biden’s. Second meeting’s August 27th. Again in this 55 day timeframe. Second meeting is August 27th, President Zelensky meets with you and Ambassador Bolton and others and again, there’s no linkage of dollars, security assistant dollars to an investigation of the Bidens.",00:04,Taylor/Kent
1055,Section_20,Jim Jordan,"Then of course the third meeting is September 5th. President Zelensky meets with you and Senators Johnson and Murphy, and once again there is no linkage of security assistance dollars to an investigation of Burisma or the Bidens. Three meetings with the president of Ukraine, the new president and no linkage. That’s accurate.",00:48,Taylor/Kent
1056,Section_20,Bill Taylor,"Mr. Jordan it’s certainly accurate on the first two meetings because to my knowledge, the Ukrainians were not aware of the hold on assistance until the 29th of August.",01:11,Taylor/Kent
1057,Section_20,Jim Jordan,The Politico article.,01:27,Taylor/Kent
1058,Section_20,Bill Taylor,"The Politico article. The third meeting that you mentioned with the senators, Senator Murphy and Senator Johnson, there was discussion of the security assistance, but-",01:28,Taylor/Kent
1059,Section_20,Jim Jordan,No linkage.,01:39,Taylor/Kent
1060,Section_20,Bill Taylor,There was not discussion of linkage.,01:42,Taylor/Kent
1061,Section_20,Jim Jordan,"Three meetings face to face with President Zelensky no linkage. Yet in your deposition, you said this and you said it again the first hour of the majority. “My clear understanding was security assistance money would not come until President Zelensky committed to pursue the investigation. My clear understanding was they weren’t going to get the money until President Zelensky committed to pursue the investigations.”",01:45,Taylor/Kent
1062,Section_20,Jim Jordan,"Now, with all due respect, ambassador, your clear understanding was obviously wrong because it didn’t happen. President Zelensky didn’t announce he was going to investigate Burisma or the Bidens. He didn’t do a press conference and say, “I’m going to investigate the Bidens. We’re going to investigate Burisma. He didn’t tweet about it and you just told the ranking member he didn’t do the CNN interview and announce he’s going to investigate Burisma or the Bidens.",02:09,Taylor/Kent
1063,Section_20,Jim Jordan,"So three face to face meetings, it doesn’t come up. No linkage whatsoever. President Zelensky does it announce it before the aid is released on the 11th. And yet you said you have a clear understanding that those two things were going to happen. The money was going to get released, but not until there was an investigation, and that in fact didn’t happen. So what I’m wondering is where’d you get this clear understanding?",02:35,Taylor/Kent
1064,Section_20,Bill Taylor,"As I testified, Mr. Jordan, this came from Ambassador Sondland.",03:00,Taylor/Kent
1065,Section_20,Jim Jordan,"Can you hold one second, ambassador? I’m going to bring you a piece of paper from Ambassador Sondland’s statement. And you can take a look at this. Go ahead though. I’m going to let you finish.",03:07,Taylor/Kent
1066,Section_20,Bill Taylor,"So, Mr. Jordan, Should I read this?",03:19,Taylor/Kent
1067,Section_20,Jim Jordan,No. I just want you to have it because I’m going to read it.,03:21,Taylor/Kent
1068,Section_20,Bill Taylor,"Oh, very good. Very good.",03:23,Taylor/Kent
1069,Section_20,Jim Jordan,"But I want you to go on and finish. You said ambassador, you got this from Ambassador Sondland.",03:24,Taylor/Kent
1070,Section_20,Bill Taylor,"That is correct. That Ambassador Sondland also said that he’d talked to President Zelensky and Mr. Yermak, and he told them that although this was not a quid pro quo, if President Zelensky did not clear things up in public, we would be at a stalemate. That was one point. It was also the case-",03:28,Taylor/Kent
1071,Section_20,Jim Jordan,"Mr. Morrison talked to you, right?",03:50,Taylor/Kent
1072,Section_20,Bill Taylor,"No, what I was going to say was Ambassador Sondland also told me that he recognized that it was a mistake to have told the Ukrainians that only the meeting with the president in the oval office was held up in order to get these investigations. No, it was not just the meeting, it was also the security assistance. That is everything was. So those two discussions-",03:53,Taylor/Kent
1073,Section_20,Jim Jordan,"I understand. All right. So again, just to recap, you had three meetings with President Zelensky, no linkage in those three meetings came up. Ambassador Zelensky didn’t announce that he was going to do any investigation of the Bidens or Burisma before the aid was released. He didn’t do a tweet, didn’t do anything on CNN. Didn’t do any of that. President Zelensky, excuse me.",04:20,Taylor/Kent
1074,Section_20,Jim Jordan,"And then what you have in front of you is an addendum that Mr. Sondland made to his testimony that we got a couple of weeks ago. It says “Declaration of Ambassador Gordon Sondland, I Gordon Sondland do hereby swear and affirm as follows.” I want you to look at point number two ,bullet point number two, second sentence. “Ambassador Taylor recalls that Mr. Morrison told Ambassador Taylor that I told Mr. Morrison that I conveyed this message to Mr. Yermak on September 1st, 2019 in connection with Vice President Pence’s visit to Warsaw and a meeting with President Zelensky.”",04:38,Taylor/Kent
1075,Section_20,Jim Jordan,"This is his clarification. Let me read it one more time. “Ambassador Taylor recalls that Mr. Morrison told Ambassador Taylor that I told Mr. Morrison that I conveyed this message to Mr. Yermak on September 1st, 2019 in connection with Vice President Pence’s visit to Warsaw and a meeting with President Zelensky.”",05:07,Taylor/Kent
1076,Section_20,Jim Jordan,"We’ve got six people having four conversations in one sentence and you just told me this is where you got your clear understanding. Even though you had three opportunities with President Zelensky, for him to tell you, “You know what, we’re going to do these investigations to get the aid.” Didn’t tell you three different times. Never makes an announcement, never tweets about it. Never does a CNN interview. Ambassador, you weren’t on the call, were you? You didn’t listen in on President Trump’s call and President Zelensky’s call.",05:21,Taylor/Kent
1077,Section_20,Bill Taylor,I did not.,05:46,Taylor/Kent
1078,Section_20,Jim Jordan,You never talked with chief of staff Mulvaney.,05:47,Taylor/Kent
1079,Section_20,Bill Taylor,I never did.,05:49,Taylor/Kent
1080,Section_20,Jim Jordan,You never met the president.,05:49,Taylor/Kent
1081,Section_20,Bill Taylor,That’s correct.,05:51,Taylor/Kent
1082,Section_20,Jim Jordan,You had three meetings again with Zelensky that didn’t come up.,05:51,Taylor/Kent
1083,Section_20,Bill Taylor,And two of those they had never heard about it as far as I know. So there was no reason for it to come up.,05:53,Taylor/Kent
1084,Section_20,Jim Jordan,"And President Zelensky never made an announcement. This is what I can’t believe. And you’re their star witness. You’re their first witness, but you’re the guy, based on this, based on… I mean, I’ve seen church prayer change that are easier to understand than this. Ambassador Taylor recalls, and Mr. Morrison told. Now again, this is, I hereby swear and affirm from Gordon Sondland. “Ambassador Taylor recalls that Mr. Morrison told Ambassador Taylor that I told Mr. Morrison that I conveyed this message to Mr. Yermak on September 1st 20 … this all happens by the way, this all happens by the way, in Warsaw when Vice President Pence meets with President Zelensky and guess what? They didn’t talk about any linkage either.",05:58,Taylor/Kent
1085,Section_20,Adam Schiff,"The time of the gentleman’s expired. Ambassador Taylor, would you like to respond?",06:38,Taylor/Kent
1086,Section_20,Bill Taylor,"The only response… I have two responses. Mr. Chairman, thank you, and Mr. Jordan. Glad to take those questions. Let me just say that I don’t consider myself a star witness for anything.",06:41,Taylor/Kent
1087,Section_20,Jim Jordan,They do.,06:53,Taylor/Kent
1088,Section_20,Bill Taylor,I don’t. I’m responding to your questions.,06:54,Taylor/Kent
1089,Section_20,Adam Schiff,Please don’t interrupt the witness.,06:58,Taylor/Kent
1090,Section_20,Bill Taylor,"As I think I was clear about, I’m not here to take one side or the other or to advocate any particular outcomes. Let me just restate that. Second thing is that my understanding is only coming from people that I talked to.",07:00,Taylor/Kent
1091,Section_20,Jim Jordan,We got that.,07:15,Taylor/Kent
1092,Section_20,Bill Taylor,"We got that, and I think this clarification from Ambassador Sondland was because he said he didn’t remember this in his first deposition. So he wanted to kind of clarify. But I think Mr. Jordan, the way I read this, he remembers it the same way I do.",07:15,Taylor/Kent
1093,Section_20,Jim Jordan,"And it’s real clear, right?",07:35,Taylor/Kent
1094,Section_20,Bill Taylor,It’s very clear to me.,07:37,Taylor/Kent
1095,Section_20,Adam Schiff,"Thank you, Ambassador Taylor.",07:38,Taylor/Kent
1096,Section_20,Jim Jordan,Turn to Mr. Jordan.,00:00,Taylor/Kent
